"MTU","Scheduled Generation [MW] (D) - BZN|ES","Scheduled Consumption [MW] (D) - BZN|ES"
"08.02.2020 05:00 - 08.02.2020 06:00 (UTC)","20554","50"
"08.02.2020 06:00 - 08.02.2020 07:00 (UTC)","21944","173"
"08.02.2020 07:00 - 08.02.2020 08:00 (UTC)","22947","0"
"08.02.2020 08:00 - 08.02.2020 09:00 (UTC)","24493","0"
"08.02.2020 09:00 - 08.02.2020 10:00 (UTC)","25913","0"
"08.02.2020 10:00 - 08.02.2020 11:00 (UTC)","26307","0"
"08.02.2020 11:00 - 08.02.2020 12:00 (UTC)","26471","0"
"08.02.2020 12:00 - 08.02.2020 13:00 (UTC)","26484","0"
"08.02.2020 13:00 - 08.02.2020 14:00 (UTC)","25991","0"
"08.02.2020 14:00 - 08.02.2020 15:00 (UTC)","25373","0"
"08.02.2020 15:00 - 08.02.2020 16:00 (UTC)","24416","0"
"08.02.2020 16:00 - 08.02.2020 17:00 (UTC)","23456","0"
"08.02.2020 17:00 - 08.02.2020 18:00 (UTC)","24217","0"
"08.02.2020 18:00 - 08.02.2020 19:00 (UTC)","25442","0"
"08.02.2020 19:00 - 08.02.2020 20:00 (UTC)","25812","0"
"08.02.2020 20:00 - 08.02.2020 21:00 (UTC)","26207","0"
"08.02.2020 21:00 - 08.02.2020 22:00 (UTC)","25501","0"
"08.02.2020 22:00 - 08.02.2020 23:00 (UTC)","24493","0"
"08.02.2020 23:00 - 09.02.2020 00:00 (UTC)","23554","414"
"09.02.2020 00:00 - 09.02.2020 01:00 (UTC)","23963","825"
"09.02.2020 01:00 - 09.02.2020 02:00 (UTC)","22920","1203"
"09.02.2020 02:00 - 09.02.2020 03:00 (UTC)","22700","1676"
"09.02.2020 03:00 - 09.02.2020 04:00 (UTC)","21702","1442"
"09.02.2020 04:00 - 09.02.2020 05:00 (UTC)","21802","1442"
"09.02.2020 05:00 - 09.02.2020 06:00 (UTC)","21905","1442"
"09.02.2020 06:00 - 09.02.2020 07:00 (UTC)","22363","1601"
"09.02.2020 07:00 - 09.02.2020 08:00 (UTC)","22879","1476"
"09.02.2020 08:00 - 09.02.2020 09:00 (UTC)","24061","840"
"09.02.2020 09:00 - 09.02.2020 10:00 (UTC)","25570","768"
"09.02.2020 10:00 - 09.02.2020 11:00 (UTC)","27040","1028"
"09.02.2020 11:00 - 09.02.2020 12:00 (UTC)","27710","1410"
"09.02.2020 12:00 - 09.02.2020 13:00 (UTC)","28043","1377"
"09.02.2020 13:00 - 09.02.2020 14:00 (UTC)","28020","1496"
"09.02.2020 14:00 - 09.02.2020 15:00 (UTC)","27888","2325"
"09.02.2020 15:00 - 09.02.2020 16:00 (UTC)","26905","2530"
"09.02.2020 16:00 - 09.02.2020 17:00 (UTC)","26547","2120"
"09.02.2020 17:00 - 09.02.2020 18:00 (UTC)","26400","1502"
"09.02.2020 18:00 - 09.02.2020 19:00 (UTC)","26805","275"
"09.02.2020 19:00 - 09.02.2020 20:00 (UTC)","27473","0"
"09.02.2020 20:00 - 09.02.2020 21:00 (UTC)","27776","62"
"09.02.2020 21:00 - 09.02.2020 22:00 (UTC)","28144","622"
"09.02.2020 22:00 - 09.02.2020 23:00 (UTC)","27134","1174"
"09.02.2020 23:00 - 10.02.2020 00:00 (UTC)","26568","2464"
"10.02.2020 00:00 - 10.02.2020 01:00 (UTC)","26318","3474"
"10.02.2020 01:00 - 10.02.2020 02:00 (UTC)","25935","3714"
"10.02.2020 02:00 - 10.02.2020 03:00 (UTC)","25472","3739"
"10.02.2020 03:00 - 10.02.2020 04:00 (UTC)","25403","3730"
"10.02.2020 04:00 - 10.02.2020 05:00 (UTC)","25652","3613"
"10.02.2020 05:00 - 10.02.2020 06:00 (UTC)","26157","2273"
"10.02.2020 06:00 - 10.02.2020 07:00 (UTC)","26814","0"
"10.02.2020 07:00 - 10.02.2020 08:00 (UTC)","29359","0"
"10.02.2020 08:00 - 10.02.2020 09:00 (UTC)","30548","0"
"10.02.2020 09:00 - 10.02.2020 10:00 (UTC)","31681","21"
"10.02.2020 10:00 - 10.02.2020 11:00 (UTC)","32616","185"
"10.02.2020 11:00 - 10.02.2020 12:00 (UTC)","32472","210"
"10.02.2020 12:00 - 10.02.2020 13:00 (UTC)","33133","573"
"10.02.2020 13:00 - 10.02.2020 14:00 (UTC)","32750","1037"
"10.02.2020 14:00 - 10.02.2020 15:00 (UTC)","31899","832"
"10.02.2020 15:00 - 10.02.2020 16:00 (UTC)","31275","697"
"10.02.2020 16:00 - 10.02.2020 17:00 (UTC)","29487","0"
"10.02.2020 17:00 - 10.02.2020 18:00 (UTC)","28361","0"
"10.02.2020 18:00 - 10.02.2020 19:00 (UTC)","29481","0"
"10.02.2020 19:00 - 10.02.2020 20:00 (UTC)","30338","0"
"10.02.2020 20:00 - 10.02.2020 21:00 (UTC)","29434","0"
"10.02.2020 21:00 - 10.02.2020 22:00 (UTC)","27420","0"
"10.02.2020 22:00 - 10.02.2020 23:00 (UTC)","26263","0"
"10.02.2020 23:00 - 11.02.2020 00:00 (UTC)","24859","0"
"11.02.2020 00:00 - 11.02.2020 01:00 (UTC)","24189","0"
"11.02.2020 01:00 - 11.02.2020 02:00 (UTC)","23558","190"
"11.02.2020 02:00 - 11.02.2020 03:00 (UTC)","22948","261"
"11.02.2020 03:00 - 11.02.2020 04:00 (UTC)","22802","189"
"11.02.2020 04:00 - 11.02.2020 05:00 (UTC)","22572","0"
"11.02.2020 05:00 - 11.02.2020 06:00 (UTC)","23570","0"
"11.02.2020 06:00 - 11.02.2020 07:00 (UTC)","26729","0"
"11.02.2020 07:00 - 11.02.2020 08:00 (UTC)","27998","0"
"11.02.2020 08:00 - 11.02.2020 09:00 (UTC)","28968","0"
"11.02.2020 09:00 - 11.02.2020 10:00 (UTC)","29518","0"
"11.02.2020 10:00 - 11.02.2020 11:00 (UTC)","29708","0"
"11.02.2020 11:00 - 11.02.2020 12:00 (UTC)","30135","0"
"11.02.2020 12:00 - 11.02.2020 13:00 (UTC)","29820","0"
"11.02.2020 13:00 - 11.02.2020 14:00 (UTC)","29311","0"
"11.02.2020 14:00 - 11.02.2020 15:00 (UTC)","28619","0"
"11.02.2020 15:00 - 11.02.2020 16:00 (UTC)","27771","0"
"11.02.2020 16:00 - 11.02.2020 17:00 (UTC)","27213","0"
"11.02.2020 17:00 - 11.02.2020 18:00 (UTC)","26870","0"
"11.02.2020 18:00 - 11.02.2020 19:00 (UTC)","28531","0"
"11.02.2020 19:00 - 11.02.2020 20:00 (UTC)","29456","0"
"11.02.2020 20:00 - 11.02.2020 21:00 (UTC)","28748","0"
"11.02.2020 21:00 - 11.02.2020 22:00 (UTC)","26668","0"
"11.02.2020 22:00 - 11.02.2020 23:00 (UTC)","24441","0"
"11.02.2020 23:00 - 12.02.2020 00:00 (UTC)","22711","0"
"12.02.2020 00:00 - 12.02.2020 01:00 (UTC)","21899","50"
"12.02.2020 01:00 - 12.02.2020 02:00 (UTC)","20566","50"
"12.02.2020 02:00 - 12.02.2020 03:00 (UTC)","20260","50"
"12.02.2020 03:00 - 12.02.2020 04:00 (UTC)","20153","50"
"12.02.2020 04:00 - 12.02.2020 05:00 (UTC)","21026","0"
"12.02.2020 05:00 - 12.02.2020 06:00 (UTC)","22559","0"
"12.02.2020 06:00 - 12.02.2020 07:00 (UTC)","25691","0"
"12.02.2020 07:00 - 12.02.2020 08:00 (UTC)","27368","0"
"12.02.2020 08:00 - 12.02.2020 09:00 (UTC)","28710","0"
"12.02.2020 09:00 - 12.02.2020 10:00 (UTC)","29087","0"
"12.02.2020 10:00 - 12.02.2020 11:00 (UTC)","29029","0"
"12.02.2020 11:00 - 12.02.2020 12:00 (UTC)","29073","0"
"12.02.2020 12:00 - 12.02.2020 13:00 (UTC)","28745","0"
"12.02.2020 13:00 - 12.02.2020 14:00 (UTC)","28097","0"
"12.02.2020 14:00 - 12.02.2020 15:00 (UTC)","27739","0"
"12.02.2020 15:00 - 12.02.2020 16:00 (UTC)","27194","0"
"12.02.2020 16:00 - 12.02.2020 17:00 (UTC)","26822","0"
"12.02.2020 17:00 - 12.02.2020 18:00 (UTC)","27174","0"
"12.02.2020 18:00 - 12.02.2020 19:00 (UTC)","29461","0"
"12.02.2020 19:00 - 12.02.2020 20:00 (UTC)","30181","0"
"12.02.2020 20:00 - 12.02.2020 21:00 (UTC)","29677","0"
"12.02.2020 21:00 - 12.02.2020 22:00 (UTC)","28229","0"
"12.02.2020 22:00 - 12.02.2020 23:00 (UTC)","25825","0"
"12.02.2020 23:00 - 13.02.2020 00:00 (UTC)","25212","153"
"13.02.2020 00:00 - 13.02.2020 01:00 (UTC)","23602","54"
"13.02.2020 01:00 - 13.02.2020 02:00 (UTC)","23322","515"
"13.02.2020 02:00 - 13.02.2020 03:00 (UTC)","23184","674"
"13.02.2020 03:00 - 13.02.2020 04:00 (UTC)","23326","869"
"13.02.2020 04:00 - 13.02.2020 05:00 (UTC)","23373","766"
"13.02.2020 05:00 - 13.02.2020 06:00 (UTC)","24414","150"
"13.02.2020 06:00 - 13.02.2020 07:00 (UTC)","27519","0"
"13.02.2020 07:00 - 13.02.2020 08:00 (UTC)","28979","0"
"13.02.2020 08:00 - 13.02.2020 09:00 (UTC)","30186","0"
"13.02.2020 09:00 - 13.02.2020 10:00 (UTC)","30808","0"
"13.02.2020 10:00 - 13.02.2020 11:00 (UTC)","30653","0"
"13.02.2020 11:00 - 13.02.2020 12:00 (UTC)","30810","0"
"13.02.2020 12:00 - 13.02.2020 13:00 (UTC)","30932","0"
"13.02.2020 13:00 - 13.02.2020 14:00 (UTC)","30265","0"
"13.02.2020 14:00 - 13.02.2020 15:00 (UTC)","29770","0"
"13.02.2020 15:00 - 13.02.2020 16:00 (UTC)","29028","0"
"13.02.2020 16:00 - 13.02.2020 17:00 (UTC)","28052","0"
"13.02.2020 17:00 - 13.02.2020 18:00 (UTC)","28070","0"
"13.02.2020 18:00 - 13.02.2020 19:00 (UTC)","29149","0"
"13.02.2020 19:00 - 13.02.2020 20:00 (UTC)","29686","0"
"13.02.2020 20:00 - 13.02.2020 21:00 (UTC)","29379","0"
"13.02.2020 21:00 - 13.02.2020 22:00 (UTC)","28237","0"
"13.02.2020 22:00 - 13.02.2020 23:00 (UTC)","25740","0"
"13.02.2020 23:00 - 14.02.2020 00:00 (UTC)","25152","54"
"14.02.2020 00:00 - 14.02.2020 01:00 (UTC)","23425","54"
"14.02.2020 01:00 - 14.02.2020 02:00 (UTC)","22175","54"
"14.02.2020 02:00 - 14.02.2020 03:00 (UTC)","21616","107"
"14.02.2020 03:00 - 14.02.2020 04:00 (UTC)","21728","107"
"14.02.2020 04:00 - 14.02.2020 05:00 (UTC)","21933","95"
"14.02.2020 05:00 - 14.02.2020 06:00 (UTC)","23666","0"
"14.02.2020 06:00 - 14.02.2020 07:00 (UTC)","27089","0"
"14.02.2020 07:00 - 14.02.2020 08:00 (UTC)","28587","0"
"14.02.2020 08:00 - 14.02.2020 09:00 (UTC)","29709","0"
"14.02.2020 09:00 - 14.02.2020 10:00 (UTC)","30353","0"
"14.02.2020 10:00 - 14.02.2020 11:00 (UTC)","31392","0"
"14.02.2020 11:00 - 14.02.2020 12:00 (UTC)","31303","0"
"14.02.2020 12:00 - 14.02.2020 13:00 (UTC)","30847","0"
"14.02.2020 13:00 - 14.02.2020 14:00 (UTC)","30066","0"
"14.02.2020 14:00 - 14.02.2020 15:00 (UTC)","29366","0"
"14.02.2020 15:00 - 14.02.2020 16:00 (UTC)","28391","0"
"14.02.2020 16:00 - 14.02.2020 17:00 (UTC)","27994","0"
"14.02.2020 17:00 - 14.02.2020 18:00 (UTC)","26894","0"
"14.02.2020 18:00 - 14.02.2020 19:00 (UTC)","27727","0"
"14.02.2020 19:00 - 14.02.2020 20:00 (UTC)","28105","0"
"14.02.2020 20:00 - 14.02.2020 21:00 (UTC)","27813","0"
"14.02.2020 21:00 - 14.02.2020 22:00 (UTC)","26092","0"
"14.02.2020 22:00 - 14.02.2020 23:00 (UTC)","23620","0"
"14.02.2020 23:00 - 15.02.2020 00:00 (UTC)","22464","0"
"15.02.2020 00:00 - 15.02.2020 01:00 (UTC)","21992","0"
"15.02.2020 01:00 - 15.02.2020 02:00 (UTC)","21750","89"
"15.02.2020 02:00 - 15.02.2020 03:00 (UTC)","21409","279"
"15.02.2020 03:00 - 15.02.2020 04:00 (UTC)","20885","89"
"15.02.2020 04:00 - 15.02.2020 05:00 (UTC)","20711","279"
"15.02.2020 05:00 - 15.02.2020 06:00 (UTC)","20906","203"
"15.02.2020 06:00 - 15.02.2020 07:00 (UTC)","21174","0"
"15.02.2020 07:00 - 15.02.2020 08:00 (UTC)","22210","0"
"15.02.2020 08:00 - 15.02.2020 09:00 (UTC)","24315","0"
"15.02.2020 09:00 - 15.02.2020 10:00 (UTC)","26206","0"
"15.02.2020 10:00 - 15.02.2020 11:00 (UTC)","27259","0"
"15.02.2020 11:00 - 15.02.2020 12:00 (UTC)","27807","34"
"15.02.2020 12:00 - 15.02.2020 13:00 (UTC)","28425","89"
"15.02.2020 13:00 - 15.02.2020 14:00 (UTC)","28596","537"
"15.02.2020 14:00 - 15.02.2020 15:00 (UTC)","28143","1308"
"15.02.2020 15:00 - 15.02.2020 16:00 (UTC)","27355","1325"
"15.02.2020 16:00 - 15.02.2020 17:00 (UTC)","25831","279"
"15.02.2020 17:00 - 15.02.2020 18:00 (UTC)","24666","0"
"15.02.2020 18:00 - 15.02.2020 19:00 (UTC)","25726","0"
"15.02.2020 19:00 - 15.02.2020 20:00 (UTC)","26593","0"
"15.02.2020 20:00 - 15.02.2020 21:00 (UTC)","26352","0"
"15.02.2020 21:00 - 15.02.2020 22:00 (UTC)","25227","0"
"15.02.2020 22:00 - 15.02.2020 23:00 (UTC)","24715","279"
"15.02.2020 23:00 - 16.02.2020 00:00 (UTC)","24186","1403"
"16.02.2020 00:00 - 16.02.2020 01:00 (UTC)","23943","2339"
"16.02.2020 01:00 - 16.02.2020 02:00 (UTC)","23753","3146"
"16.02.2020 02:00 - 16.02.2020 03:00 (UTC)","23337","3400"
"16.02.2020 03:00 - 16.02.2020 04:00 (UTC)","23154","3556"
"16.02.2020 04:00 - 16.02.2020 05:00 (UTC)","22985","3547"
"16.02.2020 05:00 - 16.02.2020 06:00 (UTC)","23022","3519"
"16.02.2020 06:00 - 16.02.2020 07:00 (UTC)","23214","3491"
"16.02.2020 07:00 - 16.02.2020 08:00 (UTC)","23407","3235"
"16.02.2020 08:00 - 16.02.2020 09:00 (UTC)","25247","2844"
"16.02.2020 09:00 - 16.02.2020 10:00 (UTC)","27051","2540"
"16.02.2020 10:00 - 16.02.2020 11:00 (UTC)","28789","3358"
"16.02.2020 11:00 - 16.02.2020 12:00 (UTC)","29597","3556"
"16.02.2020 12:00 - 16.02.2020 13:00 (UTC)","29837","3556"
"16.02.2020 13:00 - 16.02.2020 14:00 (UTC)","29540","3671"
"16.02.2020 14:00 - 16.02.2020 15:00 (UTC)","28506","3763"
"16.02.2020 15:00 - 16.02.2020 16:00 (UTC)","27247","3763"
"16.02.2020 16:00 - 16.02.2020 17:00 (UTC)","26705","3671"
"16.02.2020 17:00 - 16.02.2020 18:00 (UTC)","25884","1637"
"16.02.2020 18:00 - 16.02.2020 19:00 (UTC)","26217","0"
"16.02.2020 19:00 - 16.02.2020 20:00 (UTC)","26805","0"
"16.02.2020 20:00 - 16.02.2020 21:00 (UTC)","26600","0"
"16.02.2020 21:00 - 16.02.2020 22:00 (UTC)","25810","0"
"16.02.2020 22:00 - 16.02.2020 23:00 (UTC)","24289","0"
"16.02.2020 23:00 - 17.02.2020 00:00 (UTC)","22987","141"
"17.02.2020 00:00 - 17.02.2020 01:00 (UTC)","23181","1105"
"17.02.2020 01:00 - 17.02.2020 02:00 (UTC)","23050","1839"
"17.02.2020 02:00 - 17.02.2020 03:00 (UTC)","23008","2579"
"17.02.2020 03:00 - 17.02.2020 04:00 (UTC)","22964","2615"
"17.02.2020 04:00 - 17.02.2020 05:00 (UTC)","22914","1714"
"17.02.2020 05:00 - 17.02.2020 06:00 (UTC)","22714","130"
"17.02.2020 06:00 - 17.02.2020 07:00 (UTC)","25112","0"
"17.02.2020 07:00 - 17.02.2020 08:00 (UTC)","26910","0"
"17.02.2020 08:00 - 17.02.2020 09:00 (UTC)","28715","0"
"17.02.2020 09:00 - 17.02.2020 10:00 (UTC)","29339","0"
"17.02.2020 10:00 - 17.02.2020 11:00 (UTC)","29647","0"
"17.02.2020 11:00 - 17.02.2020 12:00 (UTC)","29984","0"
"17.02.2020 12:00 - 17.02.2020 13:00 (UTC)","30739","0"
"17.02.2020 13:00 - 17.02.2020 14:00 (UTC)","30590","0"
"17.02.2020 14:00 - 17.02.2020 15:00 (UTC)","30339","136"
"17.02.2020 15:00 - 17.02.2020 16:00 (UTC)","29442","0"
"17.02.2020 16:00 - 17.02.2020 17:00 (UTC)","28359","0"
"17.02.2020 17:00 - 17.02.2020 18:00 (UTC)","28841","0"
"17.02.2020 18:00 - 17.02.2020 19:00 (UTC)","29879","0"
"17.02.2020 19:00 - 17.02.2020 20:00 (UTC)","30030","0"
"17.02.2020 20:00 - 17.02.2020 21:00 (UTC)","29459","0"
"17.02.2020 21:00 - 17.02.2020 22:00 (UTC)","27782","0"
"17.02.2020 22:00 - 17.02.2020 23:00 (UTC)","24811","0"
"17.02.2020 23:00 - 18.02.2020 00:00 (UTC)","24812","0"
"18.02.2020 00:00 - 18.02.2020 01:00 (UTC)","23402","50"
"18.02.2020 01:00 - 18.02.2020 02:00 (UTC)","22196","50"
"18.02.2020 02:00 - 18.02.2020 03:00 (UTC)","21852","50"
"18.02.2020 03:00 - 18.02.2020 04:00 (UTC)","21780","150"
"18.02.2020 04:00 - 18.02.2020 05:00 (UTC)","22091","150"
"18.02.2020 05:00 - 18.02.2020 06:00 (UTC)","25079","150"
"18.02.2020 06:00 - 18.02.2020 07:00 (UTC)","27748","0"
"18.02.2020 07:00 - 18.02.2020 08:00 (UTC)","29139","0"
"18.02.2020 08:00 - 18.02.2020 09:00 (UTC)","30681","0"
"18.02.2020 09:00 - 18.02.2020 10:00 (UTC)","31550","0"
"18.02.2020 10:00 - 18.02.2020 11:00 (UTC)","31730","0"
"18.02.2020 11:00 - 18.02.2020 12:00 (UTC)","31682","0"
"18.02.2020 12:00 - 18.02.2020 13:00 (UTC)","31657","0"
"18.02.2020 13:00 - 18.02.2020 14:00 (UTC)","30829","0"
"18.02.2020 14:00 - 18.02.2020 15:00 (UTC)","30089","0"
"18.02.2020 15:00 - 18.02.2020 16:00 (UTC)","29419","0"
"18.02.2020 16:00 - 18.02.2020 17:00 (UTC)","28913","0"
"18.02.2020 17:00 - 18.02.2020 18:00 (UTC)","28681","0"
"18.02.2020 18:00 - 18.02.2020 19:00 (UTC)","30491","0"
"18.02.2020 19:00 - 18.02.2020 20:00 (UTC)","30936","0"
"18.02.2020 20:00 - 18.02.2020 21:00 (UTC)","30965","0"
"18.02.2020 21:00 - 18.02.2020 22:00 (UTC)","28985","0"
"18.02.2020 22:00 - 18.02.2020 23:00 (UTC)","25997","0"
"18.02.2020 23:00 - 19.02.2020 00:00 (UTC)","23874","0"
"19.02.2020 00:00 - 19.02.2020 01:00 (UTC)","22663","50"
"19.02.2020 01:00 - 19.02.2020 02:00 (UTC)","21717","50"
"19.02.2020 02:00 - 19.02.2020 03:00 (UTC)","21172","50"
"19.02.2020 03:00 - 19.02.2020 04:00 (UTC)","21199","50"
"19.02.2020 04:00 - 19.02.2020 05:00 (UTC)","21922","50"
"19.02.2020 05:00 - 19.02.2020 06:00 (UTC)","23842","0"
"19.02.2020 06:00 - 19.02.2020 07:00 (UTC)","27222","0"
"19.02.2020 07:00 - 19.02.2020 08:00 (UTC)","29639","0"
"19.02.2020 08:00 - 19.02.2020 09:00 (UTC)","31295","0"
"19.02.2020 09:00 - 19.02.2020 10:00 (UTC)","32148","0"
"19.02.2020 10:00 - 19.02.2020 11:00 (UTC)","32163","0"
"19.02.2020 11:00 - 19.02.2020 12:00 (UTC)","32386","0"
"19.02.2020 12:00 - 19.02.2020 13:00 (UTC)","32411","0"
"19.02.2020 13:00 - 19.02.2020 14:00 (UTC)","31630","0"
"19.02.2020 14:00 - 19.02.2020 15:00 (UTC)","31024","0"
"19.02.2020 15:00 - 19.02.2020 16:00 (UTC)","30299","0"
"19.02.2020 16:00 - 19.02.2020 17:00 (UTC)","30160","0"
"19.02.2020 17:00 - 19.02.2020 18:00 (UTC)","29822","0"
"19.02.2020 18:00 - 19.02.2020 19:00 (UTC)","30674","0"
"19.02.2020 19:00 - 19.02.2020 20:00 (UTC)","31594","0"
"19.02.2020 20:00 - 19.02.2020 21:00 (UTC)","30625","0"
"19.02.2020 21:00 - 19.02.2020 22:00 (UTC)","29103","0"
"19.02.2020 22:00 - 19.02.2020 23:00 (UTC)","26593","0"
"19.02.2020 23:00 - 20.02.2020 00:00 (UTC)","24291","0"
"20.02.2020 00:00 - 20.02.2020 01:00 (UTC)","23605","0"
"20.02.2020 01:00 - 20.02.2020 02:00 (UTC)","22849","50"
"20.02.2020 02:00 - 20.02.2020 03:00 (UTC)","22494","50"
"20.02.2020 03:00 - 20.02.2020 04:00 (UTC)","22359","50"
"20.02.2020 04:00 - 20.02.2020 05:00 (UTC)","22931","50"
"20.02.2020 05:00 - 20.02.2020 06:00 (UTC)","25709","50"
"20.02.2020 06:00 - 20.02.2020 07:00 (UTC)","28103","0"
"20.02.2020 07:00 - 20.02.2020 08:00 (UTC)","29128","0"
"20.02.2020 08:00 - 20.02.2020 09:00 (UTC)","30949","0"
"20.02.2020 09:00 - 20.02.2020 10:00 (UTC)","32109","0"
"20.02.2020 10:00 - 20.02.2020 11:00 (UTC)","32492","0"
"20.02.2020 11:00 - 20.02.2020 12:00 (UTC)","32057","0"
"20.02.2020 12:00 - 20.02.2020 13:00 (UTC)","31691","0"
"20.02.2020 13:00 - 20.02.2020 14:00 (UTC)","31082","0"
"20.02.2020 14:00 - 20.02.2020 15:00 (UTC)","30363","0"
"20.02.2020 15:00 - 20.02.2020 16:00 (UTC)","29519","0"
"20.02.2020 16:00 - 20.02.2020 17:00 (UTC)","28792","0"
"20.02.2020 17:00 - 20.02.2020 18:00 (UTC)","28454","0"
"20.02.2020 18:00 - 20.02.2020 19:00 (UTC)","29838","0"
"20.02.2020 19:00 - 20.02.2020 20:00 (UTC)","30900","0"
"20.02.2020 20:00 - 20.02.2020 21:00 (UTC)","30795","0"
"20.02.2020 21:00 - 20.02.2020 22:00 (UTC)","28888","0"
"20.02.2020 22:00 - 20.02.2020 23:00 (UTC)","27029","0"
"20.02.2020 23:00 - 21.02.2020 00:00 (UTC)","26421","54"
"21.02.2020 00:00 - 21.02.2020 01:00 (UTC)","25466","218"
"21.02.2020 01:00 - 21.02.2020 02:00 (UTC)","25024","983"
"21.02.2020 02:00 - 21.02.2020 03:00 (UTC)","24774","1451"
"21.02.2020 03:00 - 21.02.2020 04:00 (UTC)","24330","1352"
"21.02.2020 04:00 - 21.02.2020 05:00 (UTC)","23627","387"
"21.02.2020 05:00 - 21.02.2020 06:00 (UTC)","24227","122"
"21.02.2020 06:00 - 21.02.2020 07:00 (UTC)","26885","0"
"21.02.2020 07:00 - 21.02.2020 08:00 (UTC)","28686","0"
"21.02.2020 08:00 - 21.02.2020 09:00 (UTC)","30013","0"
"21.02.2020 09:00 - 21.02.2020 10:00 (UTC)","30877","0"
"21.02.2020 10:00 - 21.02.2020 11:00 (UTC)","31187","0"
"21.02.2020 11:00 - 21.02.2020 12:00 (UTC)","31452","0"
"21.02.2020 12:00 - 21.02.2020 13:00 (UTC)","31421","0"
"21.02.2020 13:00 - 21.02.2020 14:00 (UTC)","30779","0"
"21.02.2020 14:00 - 21.02.2020 15:00 (UTC)","30158","0"
"21.02.2020 15:00 - 21.02.2020 16:00 (UTC)","29203","0"
"21.02.2020 16:00 - 21.02.2020 17:00 (UTC)","27921","0"
"21.02.2020 17:00 - 21.02.2020 18:00 (UTC)","27605","0"
"21.02.2020 18:00 - 21.02.2020 19:00 (UTC)","28777","0"
"21.02.2020 19:00 - 21.02.2020 20:00 (UTC)","29260","0"
"21.02.2020 20:00 - 21.02.2020 21:00 (UTC)","28644","0"
"21.02.2020 21:00 - 21.02.2020 22:00 (UTC)","26861","0"
"21.02.2020 22:00 - 21.02.2020 23:00 (UTC)","25296","0"
"21.02.2020 23:00 - 22.02.2020 00:00 (UTC)","23244","0"
"22.02.2020 00:00 - 22.02.2020 01:00 (UTC)","22543","0"
"22.02.2020 01:00 - 22.02.2020 02:00 (UTC)","21913","0"
"22.02.2020 02:00 - 22.02.2020 03:00 (UTC)","20832","0"
"22.02.2020 03:00 - 22.02.2020 04:00 (UTC)","20410","0"
"22.02.2020 04:00 - 22.02.2020 05:00 (UTC)","20381","0"
"22.02.2020 05:00 - 22.02.2020 06:00 (UTC)","21195","0"
"22.02.2020 06:00 - 22.02.2020 07:00 (UTC)","21589","0"
"22.02.2020 07:00 - 22.02.2020 08:00 (UTC)","22501","0"
"22.02.2020 08:00 - 22.02.2020 09:00 (UTC)","24757","0"
"22.02.2020 09:00 - 22.02.2020 10:00 (UTC)","26274","0"
"22.02.2020 10:00 - 22.02.2020 11:00 (UTC)","27025","0"
"22.02.2020 11:00 - 22.02.2020 12:00 (UTC)","27223","0"
"22.02.2020 12:00 - 22.02.2020 13:00 (UTC)","27465","50"
"22.02.2020 13:00 - 22.02.2020 14:00 (UTC)","26734","50"
"22.02.2020 14:00 - 22.02.2020 15:00 (UTC)","25653","50"
"22.02.2020 15:00 - 22.02.2020 16:00 (UTC)","24716","50"
"22.02.2020 16:00 - 22.02.2020 17:00 (UTC)","23733","50"
"22.02.2020 17:00 - 22.02.2020 18:00 (UTC)","23929","0"
"22.02.2020 18:00 - 22.02.2020 19:00 (UTC)","24949","0"
"22.02.2020 19:00 - 22.02.2020 20:00 (UTC)","25834","0"
"22.02.2020 20:00 - 22.02.2020 21:00 (UTC)","25825","0"
"22.02.2020 21:00 - 22.02.2020 22:00 (UTC)","24859","0"
"22.02.2020 22:00 - 22.02.2020 23:00 (UTC)","23243","0"
"22.02.2020 23:00 - 23.02.2020 00:00 (UTC)","21738","0"
"23.02.2020 00:00 - 23.02.2020 01:00 (UTC)","20584","0"
"23.02.2020 01:00 - 23.02.2020 02:00 (UTC)","19475","0"
"23.02.2020 02:00 - 23.02.2020 03:00 (UTC)","18807","0"
"23.02.2020 03:00 - 23.02.2020 04:00 (UTC)","18686","0"
"23.02.2020 04:00 - 23.02.2020 05:00 (UTC)","18721","0"
"23.02.2020 05:00 - 23.02.2020 06:00 (UTC)","19143","50"
"23.02.2020 06:00 - 23.02.2020 07:00 (UTC)","19442","50"
"23.02.2020 07:00 - 23.02.2020 08:00 (UTC)","20063","50"
"23.02.2020 08:00 - 23.02.2020 09:00 (UTC)","21960","50"
"23.02.2020 09:00 - 23.02.2020 10:00 (UTC)","24052","50"
"23.02.2020 10:00 - 23.02.2020 11:00 (UTC)","25740","240"
"23.02.2020 11:00 - 23.02.2020 12:00 (UTC)","26224","60"
"23.02.2020 12:00 - 23.02.2020 13:00 (UTC)","26266","2"
"23.02.2020 13:00 - 23.02.2020 14:00 (UTC)","26132","190"
"23.02.2020 14:00 - 23.02.2020 15:00 (UTC)","25521","346"
"23.02.2020 15:00 - 23.02.2020 16:00 (UTC)","24514","435"
"23.02.2020 16:00 - 23.02.2020 17:00 (UTC)","23401","0"
"23.02.2020 17:00 - 23.02.2020 18:00 (UTC)","22898","0"
"23.02.2020 18:00 - 23.02.2020 19:00 (UTC)","24099","0"
"23.02.2020 19:00 - 23.02.2020 20:00 (UTC)","25333","0"
